Name,Id,TotalNumRide,TotalNumGetOff,NumRideByCard,NumGetOffByCard,NumRideByCash,AveNumGetOff
뉴서울아파트,40514,647,463,626,463,21,35
뉴서울아파트,40526,2587,4108,2553,4108,34,215
뉴서울아파트,41153,6015,6212,5908,6212,107,394
뉴서울아파트,89071,7486,19226,7158,19226,328,861
느티나무,43182,4,88,4,88,0,2
느티나무,43232,91,8,84,8,7,3
늘목,35414,143,546,143,546,0,22
늘목,35415,448,123,425,123,23,18
늘목마을입구,35529,12,52,8,52,4,2
늘목마을입구,35725,58,5,57,5,1,2
늘푸른벽산.서강2차,70021,74,2399,20,2399,54,79
능곡마을회관,43553,85,12,72,12,13,3
능곡마을회관,43649,31,52,30,52,1,2
능미,43921,63,3,58,3,5,2
능미,43922,5,65,5,65,0,2
능안,43276,74,46,70,46,4,3
능안,43571,24,65,21,65,3,2
능촌삼거리,90370,0,2,0,2,0,0
능촌입구,43560,13,4,13,4,0,0
능촌입구,43854,3,22,3,22,0,0
능허대공원,38567,311,813,308,813,3,36
다남동소촌마을입구,41329,552,8,541,8,11,18
다남동소촌마을입구,41330,7,587,6,587,1,19
다남동역골입구,41333,8,194,8,194,0,6
다남동역골입구,41334,64,298,62,298,2,11
다남성결교회,41664,7,12,7,12,0,0
다남식당,41477,2106,11256,2083,11256,23,431
다남식당,41478,748,3448,703,3448,45,135
다리목,43717,5,10,4,10,1,0
다리목,43845,6,3,5,3,1,0
다우리농장,44083,4,0,4,0,0,0
다운,43605,85,95,80,95,5,5
다운,43822,137,92,129,92,8,7
다운1리,43582,21,54,21,54,0,2
다운1리,43821,34,30,31,30,3,2
다운마을,43398,9,81,9,81,0,2
다운마을,43824,103,1,98,1,5,3
다임메가타운,40870,80,530,73,530,7,19
단봉초등학교,42380,3410,687,3235,687,175,132
단봉초등학교,42382,793,2895,762,2895,31,118
달빛축제공원,38620,18,71,17,71,1,2
달빛축제공원,38621,31,425,27,425,4,14
달빛축제공원대공연장,38733,210,467,208,467,2,21
달빛축제공원대공연장,38734,822,219,818,219,4,33
담방로사거리,39275,12313,4235,12094,4235,219,533
담방아파트,39226,577,82,570,82,7,21
당곡고개,80048,87,546,87,546,0,20
당곡고개,80049,544,17,538,17,6,18
당미마을,41552,4863,6750,4819,6750,44,374
당미마을,41553,4766,3608,4637,3608,129,270
당산리,43450,2,104,2,104,0,3
당산리,43700,129,5,126,5,3,4
당산리검문소,43699,196,31,183,31,13,7
당산리검문소,43752,6,122,6,122,0,4
당산종점,43669,0,33,0,33,0,1
당산종점,43725,41,3,40,3,1,1
당산초등학교,41418,6457,3500,6351,3500,106,321
당산초등학교,41419,2492,3379,2480,3379,12,189
당산초등학교아래사거리,41644,33,222,33,222,0,8
당산초등학교아래사거리,41645,663,383,662,383,1,33
당하금호어울림1차,42435,163,507,155,507,8,21
당하농원,42388,6,29,6,29,0,1
당하농원,42390,5,53,3,53,2,1
당하대주파크빌,42392,1623,1196,1593,1196,30,90
당하동탑스빌아파트,42639,4713,3195,4614,3195,99,255
당하동행정복지센터,42886,8729,4695,8508,4695,221,433
당하마트,42618,21,46,21,46,0,2
당하마트,42619,1,134,1,134,0,4
당하메디칼,42402,1534,2186,1498,2186,36,120
당하초등학교,42396,1735,803,1700,803,35,81
당하초등학교,42399,1094,1349,1081,1349,13,78
당하탑스빌아파트,42393,2944,2878,2813,2878,131,187
당하푸르지오,42403,1203,767,1142,767,61,63
당하푸르지오,42502,223,1965,223,1965,0,70
당하풍림아파트,42405,2364,13201,2299,13201,65,502
대경화성,39789,1404,805,1404,805,0,71
대경화성,39790,1081,1976,1070,1976,11,98
대곶사거리,80008,1725,5128,1633,5128,92,221
대곶사거리,80009,6171,1578,6009,1578,162,249
대기이에스티,39013,392,310,387,310,5,22
대덕강업앞,42759,9,486,9,486,0,15
대동1차후문(종점),40553,348,764,339,764,9,35
대동도어(주),39983,385,26,382,26,3,13
대동도어(주),39984,5,513,5,513,0,16
대동아파트,37042,8133,2204,8034,2204,99,333
대동아파트,37504,4275,7142,4185,7142,90,368
대동아파트,38128,6483,11366,6333,11366,150,575
대동아파트,38345,5437,5827,5302,5827,135,363
대동아파트,39256,425,5604,404,5604,21,194
대동아파트,39473,4832,226,4785,226,47,163
대동아파트,39474,107,8086,96,8086,11,264
대동아파트,40491,719,223,692,223,27,30
대동아파트,40569,8817,3437,8489,3437,328,395
대동아파트,41172,2538,652,2483,652,55,102
대동아파트,42304,2685,4021,2630,4021,55,216
대동아파트,42306,3068,2064,3025,2064,43,165
대동아파트정문앞,40277,1508,841,1450,841,58,75
대동아파트후문,41137,2207,5059,2194,5059,13,234
대동월드,38116,5170,2801,4936,2801,234,257
대동특수철강,39049,115,1198,113,1198,2,42
대룡2리마을회관앞,90026,5,64,3,64,2,2
대룡2리마을회관앞,90027,95,4,83,4,12,3
대룡시장,90020,329,1519,323,1519,6,59
대룡시장,90021,1538,427,1476,427,62,63
대륭맨숀,40242,8779,5412,8699,5412,80,457
대륭맨숀,40247,9227,10021,9058,10021,169,620
대림3차아파트301동앞,38681,197,34,195,34,2,7
대림3차아파트301동앞,38684,46,572,45,572,1,19
대림아파트,37053,11034,4033,10789,4033,245,486
대림아파트,37054,3241,7535,3162,7535,79,347
대림아파트,38257,5028,1622,4984,1622,44,214
대림아파트,40382,3446,11743,3393,11743,53,489
대림아파트,42609,1799,1791,1630,1791,169,115
대림아파트,42610,250,2025,228,2025,22,73
대림아파트후문,40397,1897,1312,1840,1312,57,103
대명아파트,37537,2417,7324,2390,7324,27,314
대명초교,80002,1850,96,1758,96,92,62
대명초교,80003,230,1561,218,1561,12,57
대문리고개입구,43546,621,317,566,317,55,30
대문목재,89206,26,41,26,41,0,2
대문목재,89207,189,1,185,1,4,6
대문촌마을,90058,1,4,1,4,0,0
대문촌마을,90059,3,0,3,0,0,0
대박주유소,36091,2430,2588,2389,2588,41,161
대부고교차로,18388,7,5,7,5,0,0
대부관광호텔,62040,284,52,284,52,0,10
대부도서관,18389,1,14,1,14,0,0
대부도서관,18391,10,17,6,17,4,0
대부동행정복지센터,62011,422,1458,369,1458,53,60
대부동행정복지센터,62012,1361,279,1322,279,39,52
대부중고등학교,62027,408,114,393,114,15,16
대부중고등학교,62028,75,232,75,232,0,9
대부파출소앞,62036,1,109,1,109,0,3
대부파출소앞,62042,135,2,131,2,4,4
대사마을,43947,7,177,7,177,0,5
대사마을,43948,131,10,127,10,4,4
대산-기점,90259,1765,1718,1740,1718,25,112
대상스틸,89007,39,571,39,571,0,19
대성베르힐아파트(가정성당),89240,1501,2855,1443,2855,58,140
대성베르힐아파트(가정성당),89241,5180,2183,5132,2183,48,237
대성유니드아파트,40674,1004,3891,975,3891,29,157
대성유니드아파트,40675,2164,309,2132,309,32,79
대신아파트,41406,6052,1966,5984,1966,68,258
대신철강,42859,20,1172,20,1172,0,38
대야초교.ABC학습타운입구,70017,262,1834,226,1834,36,67
대야초교.ABC학습타운입구,70020,2122,416,2061,416,61,81
대양자동차학원,35073,26,2633,15,2633,11,85
대우삼환아파트,38078,6933,4589,6764,4589,169,371
대우삼환아파트,38591,1379,3342,1335,3342,44,152
대우실업,41485,32,26,32,26,0,1
대우실업,41505,35,0,34,0,1,1
대우아파트,38206,4043,4331,3935,4331,108,270
대우아파트,38208,4403,2966,4290,2966,113,237
대우아파트,40321,194,430,188,430,6,20
대우아파트,40340,977,498,938,498,39,47
대우일렉트로닉스,37462,89,1504,68,1504,21,51
대우일렉트로닉스,37463,505,515,483,515,22,32
대우자동차운전학원,42262,313,198,309,198,4,16
대우자동차운전학원,42263,180,357,180,357,0,17
대우재아파트,39702,3,450,1,450,2,14
대우재아파트,39703,556,504,553,504,3,34
대우푸르지오,42407,26347,6917,25705,6917,642,1073
대우푸르지오,42842,927,4412,872,4412,55,172
대우푸르지오복합상가,39605,2897,1870,2715,1870,182,153
대우하나아파트,89073,18528,9057,18292,9057,236,889
대우하나아파트,89074,7774,11615,7678,11615,96,625
대웅실업앞,92003,76,310,74,310,2,12
대원레스피아1단지아파트,42643,8236,39,8074,39,162,266
대원정밀,39475,500,1013,489,1013,11,48
대월초등학교,90094,0,1,0,1,0,0
대월초등학교,90095,2,0,2,0,0,0
대은교회,42143,4862,9045,4644,9045,218,448
대인고등학교,42344,2368,2386,2342,2386,26,153
대인고등학교,42345,3550,1743,3459,1743,91,170
대일엠앤쿡,39059,1038,2430,1032,2430,6,111
대장간마을,43703,313,119,275,119,38,13
대정,90117,2,46,2,46,0,1
대정,90118,40,18,40,18,0,1
대주아파트,42469,2018,10999,1893,10999,125,419
대주파크빌,42466,5632,1398,5415,1398,217,226
대진아파트,40415,1767,2845,1761,2845,6,148
대촌,43393,72,57,68,57,4,4
대촌,43545,44,24,42,24,2,2
대촌마을,41663,17,3,17,3,0,0
대토단지앞,39813,1173,18,1127,18,46,38
대한솔루션알앤디센터,39557,70,158,70,158,0,7
대한제당,35169,1619,56,1600,56,19,54
대한제당,35220,37,1789,35,1789,2,58
대현목재,89205,215,42,200,42,15,8
대화초등학교,37397,6565,2868,6505,2868,60,304
대화초등학교,37399,3446,4898,3403,4898,43,269
대흥,43194,28,274,26,274,2,9
대흥,43591,323,47,308,47,15,11
대흥식당,35688,54,9,49,9,5,2
대흥식당,35689,10,70,8,70,2,2
더리미경로당,43363,32,12,29,12,3,1
더리미경로당,43731,22,18,19,18,3,1
더리미미술관,43961,64,24,45,24,19,2
더리미미술관,43962,12,6,1,6,11,0
더리미장어마을,43680,9,47,7,47,2,1
더리미장어마을,43864,38,3,38,3,0,1
더샵그린스퀘어105동,92021,1354,148,1301,148,53,48
더샵그린스퀘어107동,92022,146,1855,139,1855,7,64
더샵그린애비뉴,38486,6241,8145,5983,8145,258,464
더샵그린애비뉴,38510,756,985,715,985,41,56
더샵그린애비뉴,38511,1193,508,1102,508,91,54
더샵그린워크1단지,38495,6024,2429,5891,2429,133,272
더샵부평센트럴시티(101동),40061,669,2149,666,2149,3,90
더샵부평센트럴시티(101동),40065,1578,434,1559,434,19,64
더샵부평센트럴시티(127동),40050,5025,7222,4936,7222,89,395
더샵센트럴시티204동,92020,140,1717,131,1717,9,59
더샵센트럴시티205동,92019,4298,2904,4241,2904,57,232
더샵송도프라임뷰20단지,38561,1032,2295,978,2295,54,107
더샵엑스포빌리지,38480,8939,3234,8760,3234,179,392
더샵퍼스트파크13단지,38601,992,202,966,202,26,38
더샵퍼스트파크13단지,38602,192,655,188,655,4,27
더샵하버뷰,38485,10540,5294,10351,5294,189,510
더샵하버뷰,38487,3401,3285,3338,3285,63,215
더샵하버뷰(D13),38453,429,488,387,488,42,29
더샵하버뷰(D13),38466,891,670,867,670,24,50
더샵하버뷰(D14),38454,218,226,207,226,11,14
더샵하버뷰14단지,38504,1627,499,1607,499,20,68
더월드스테이트2단지,37657,776,406,753,406,23,38
더월드스테이트후문,37422,50,661,48,661,2,22
더포레스트아파트,39876,15411,1953,15389,1953,22,560
더포레스트아파트,39877,4712,12015,4688,12015,24,539
더프라우,38410,7703,21419,7337,21419,366,939
더필립요양병원,40461,1987,4109,1937,4109,50,196
덕고개삼거리,43723,45,33,41,33,4,2
덕고개삼거리,43750,11,64,11,64,0,2
덕골,43397,10,1,10,1,0,0
덕골,43399,10,16,9,16,1,0
덕교3거리,35012,117,50,117,50,0,5
덕교동,35003,805,248,789,248,16,33
덕교동,35005,260,2312,254,2312,6,82
덕교동,35259,978,133,970,133,8,35
덕교삼거리,35214,92,189,90,189,2,9
덕신고등학교(강화읍교회),90228,11,103,11,103,0,3
덕신고등학교(강화읍교회),90229,84,188,82,188,2,8
덕유마을.설악마을,55073,1619,736,1589,736,30,75
덕음,43657,27,12,26,12,1,1
덕응,43983,0,6,0,6,0,0
덕응,43986,17,20,16,20,1,1
덕정가든,43173,3,19,3,19,0,0
덕정가든,43296,34,1,34,1,0,1
덕진사거리,43870,59,9,58,9,1,2
덕진사거리,90310,16,36,15,36,1,1
덕진진,43637,8,115,7,115,1,3
덕진진,43672,59,11,55,11,4,2
덕창기계,39723,249,102,249,102,0,11
덕포리,43006,472,245,468,245,4,23
덕포리,43100,187,335,183,335,4,16
덕하교앞,43449,43,26,42,26,1,2
덕하교앞,43727,21,45,19,45,2,2
덕화2리,43468,48,16,47,16,1,2
덕화2리,43730,2,19,2,19,0,0
덕화2리마을회관,43923,41,14,40,14,1,1
덕화2리마을회관,43924,4,22,4,22,0,0
덕화3리마을회관,43609,166,106,157,106,9,8
덕화3리입구,43469,8,1,7,1,1,0
덕화3리입구,43729,17,46,16,46,1,2
덕화교회앞,90398,0,10,0,10,0,0
덕화교회앞,90399,0,6,0,6,0,0
도간마을,43612,38,0,33,0,5,1
도간마을,43664,1,38,1,38,0,1
도감말,43733,27,20,25,20,2,1
도감말,43754,10,22,10,22,0,1
도곡한신아파트,23504,36,57,36,57,0,3
도담공원.푸르지오더베뉴,89398,3630,552,3523,552,107,134
도두리마을,41565,12907,1472,12862,1472,45,463
도두리마을,41566,2071,11568,2053,11568,18,439
도림동고개,39160,1641,764,1621,764,20,77
도림동고개,39161,728,1703,712,1703,16,78
도림동입구,39140,8345,1355,8286,1355,59,312
도림동입구,39141,11,2646,11,2646,0,85
도림아이파크아파트,39155,7886,3864,7743,3864,143,379
도림육교,39154,2966,6330,2908,6330,58,299
도림주공1단지,39152,17157,13323,16789,13323,368,983
도림주공1단지,39153,16082,11483,15787,11483,295,889
도림주공208동,39142,7531,3328,7329,3328,202,350
도림주공208동,39143,5481,8235,5400,8235,81,442
도림주공2단지,39146,5513,4533,5435,4533,78,324
도림주공2단지,39149,3715,2764,3633,2764,82,209
도림주철관1공장,89307,283,604,280,604,3,28
도림주철관공업(주),42293,3606,1041,3555,1041,51,149
도림포도원,39150,410,3923,406,3923,4,139
도림포도원,39151,534,446,532,446,2,31
도원고개(도원역),36001,4614,3879,4419,3879,195,273
도원고개(동구청방향),36170,15,22,15,22,0,1
도원동행정복지센터,35180,3531,2789,3382,2789,149,203
도원동행정복지센터,36128,59,299,56,299,3,11
도원동행정복지센터(앞),35788,191,92,185,92,6,9
도원동행정복지센터(앞),35798,183,52,174,52,9,7
도원역(인천축구전용경기장),35176,10357,4671,9899,4671,458,484
도원역(인천축구전용경기장),37549,1030,4663,999,4663,31,183
도장골삼거리,44122,4,2,3,2,1,0
도장재마을,43167,20,0,17,0,3,0
도장재마을,43225,6,15,6,15,0,0
도화1동행정복지센터,37340,13311,12327,12906,12327,405,827
도화IC,37356,27120,21588,26797,21588,323,1571
도화e편한세상604동,37578,998,15,982,15,16,32
도화e편한세상아파트,37612,213,1616,204,1616,9,59
도화e편한세상아파트,37613,4736,1533,4702,1533,34,202
도화e편한세상아파트5단지,37624,3556,1303,3459,1303,97,156
도화e편한세상아파트6단지,37626,2294,3808,2255,3808,39,196
도화동신협(구박문여고),36003,11147,4682,10930,4682,217,510
도화동신협(구박문여고),37499,5122,7145,5017,7145,105,395
도화사거리.도화역,37390,973,717,957,717,16,54
도화사거리.도화역,37392,412,1072,400,1072,12,47
도화서희스타힐스,37625,1183,2554,1170,2554,13,120
도화역,37629,5691,6291,5642,6291,49,386
도화초등학교.수봉도서관,37366,8462,7030,8263,7030,199,499
도화초등학교.수봉도서관,37367,13379,13821,12970,13821,409,877
독골사거리,42175,3290,1445,3220,1445,70,152
독배로317번길(삼거리),37634,7531,239,7406,239,125,250
독장골,43351,2,26,2,26,0,0
독장골,43846,8,1,8,1,0,0
독정역(서구동구예비군훈련장),42377,3473,3316,3386,3316,87,219
독정역(서구동구예비군훈련장),42378,6242,4320,6127,4320,115,340
독정이고개,37234,31863,21152,31268,21152,595,1710
독정이고개,37238,20673,27567,20208,27567,465,1556
돈대마을,43925,32,7,32,7,0,1
돈대마을,43926,4,29,4,29,0,1
돈대모루,43422,7,12,6,12,1,0
돈대모루,43447,23,12,20,12,3,1
돌고래펜션,44127,2,3,2,3,0,0
돌머루(대산종점),43707,108,66,108,66,0,5
돌산밑,35320,185,75,181,75,4,8
돌산밑,35396,65,178,63,178,2,7
돌성,43364,61,196,61,196,0,8
돌성,43587,265,23,260,23,5,9
돌팍재삼거리,35273,557,727,536,727,21,41
돌팍재삼거리,35277,859,522,832,522,27,44
돌팍재한뿌리,35304,253,209,239,209,14,14
돌팍재한뿌리,35315,164,356,160,356,4,16
동강리,35245,77,66,73,66,4,4
동강리,35246,94,65,89,65,5,5
동강리,35317,33,63,32,63,1,3
동강리,35393,100,32,98,32,2,4
동검도삼거리,43223,0,36,0,36,0,1
동검도삼거리,43642,68,3,66,3,2,2
동검리마을회관입구,90069,1,20,1,20,0,0
동검리마을회관입구,90070,17,2,17,2,0,0
동검리입구,43856,2,10,2,10,0,0
동검리입구,43877,36,0,30,0,6,1
동검리종점,43889,83,35,75,35,8,3
동검상회,43226,2,0,2,0,0,0
동검상회,43519,0,7,0,7,0,0
동광리어,41083,1399,429,1370,429,29,58
동광리어,41084,728,2512,707,2512,21,104
동광제일교회,40411,565,500,552,500,13,34
동교동삼거리,22012,8117,67,8099,67,18,264
동교동삼거리,23033,106,6542,106,6542,0,214
동구노인인력개발센터,36178,0,5,0,5,0,0
동구선거관리위원회,36110,4455,10851,4370,10851,85,493
동구청,36011,612,503,602,503,10,35
동구청,36166,9,28,9,28,0,1
동구청소년수련관.달동네박물관,36026,19889,16858,19214,16858,675,1185
동구환경,36181,0,1,0,1,0,0
동국제강,36068,2058,3382,2009,3382,49,175
동국제강,36074,232,151,232,151,0,12
동국제강후문,36069,181,673,178,673,3,27
동국제강후문,36070,866,153,855,153,11,32
동남스포피아,38226,11119,7595,10820,7595,299,603
동남스포피아,38227,11058,9870,10694,9870,364,675
동남아파트,38267,1007,5371,966,5371,41,205
동남아파트,38268,2504,865,2425,865,79,108
동남아파트,70039,481,722,466,722,15,38
동남아파트(무지개아파트),38337,1510,4356,853,4356,657,189
동녘개,90147,0,35,0,35,0,1
동녘개,90148,57,23,55,23,2,2
동녘마을입구,39660,37,923,37,923,0,30
동들머리,43705,28,10,25,10,3,1
동들머리,43885,51,71,46,71,5,3
동막교회,43499,10,34,9,34,1,1
동막교회,43514,71,5,64,5,7,2
동막역(1번출구),38039,37560,53514,37294,53514,266,2937
동막역(3번출구),38433,51367,28153,50957,28153,410,2565
동막역(4번출구),38338,9100,1096,9066,1096,34,328
동막초등학교,38054,991,4644,940,4644,51,181
동막해변,43408,92,195,88,195,4,9
동막해변,43511,278,92,264,92,14,11
동문아파트,42436,13251,16066,13064,16066,187,945
동방중학교,92038,401,445,368,445,33,27
동방초등학교,92037,20,174,18,174,2,6
동보2차아파트,41053,44,752,41,752,3,25
동보2차아파트,41059,1077,114,1063,114,14,38
동보노빌리티,35488,3781,3246,3620,3246,161,226
동보노빌리티,35489,2234,3326,2154,3326,80,179
동보아파트,39125,3580,5565,3476,5565,104,295
동보아파트,39126,5603,1768,5523,1768,80,237
동보아파트,41056,4393,603,4246,603,147,161
동보아파트,41063,743,4058,706,4058,37,154
동보아파트,41136,330,1223,304,1223,26,50
동보아파트,41143,14640,16843,14421,16843,219,1015
동보아파트,70040,446,672,441,672,5,36
동보아파트후문,41129,1481,205,1455,205,26,54
동부아파트,36052,1327,2139,1256,2139,71,111
동부아파트,37192,288,471,281,471,7,24
동산고,36018,13496,4625,13218,4625,278,584
동산고등학교,36021,6590,13094,6303,13094,287,634
동산교회,36010,2525,3183,2453,3183,72,184
동산교회,36012,3394,5089,3245,5089,149,273
동산리마을회관,90302,21,4,21,4,0,0
동산리입구,90291,8,9,8,9,0,0
동산중고등학교(재능대정문),36029,9695,1335,9610,1335,85,355
동산휴먼시아2단지,36022,3266,477,3184,477,82,120
동산휴먼시아2단지,36023,860,4143,826,4143,34,161
동산휴먼시아2단지정문,36177,4,1,4,1,0,0
동서식품,40623,2397,3073,2368,3073,29,176
동서식품,40624,2452,3695,2442,3695,10,198
동성.길훈아파트,42495,3214,5141,3169,5141,45,269
동성아파트,42496,4786,2133,4737,2133,49,223
동수교회,40184,134,1347,118,1347,16,47
동수역,40108,3332,6645,3293,6645,39,321
동수역,40110,8062,5802,7947,5802,115,447
동수역,40124,2146,13206,2064,13206,82,495
동수치안센터,40188,10284,9337,10030,9337,254,632
동수치안센터,40189,12221,13404,11949,13404,272,826
동아.팬더아파트,39233,7534,10182,7439,10182,95,571
동아.팬더아파트,39236,10382,6229,10286,6229,96,535
동아2단지정문,40324,1317,510,1288,510,29,58
동아금호아파트,38344,5347,12392,5242,12392,105,572
동아금호아파트,38347,7799,2605,7714,2605,85,335
동아아파트,37248,931,1393,918,1393,13,74
동아아파트,41070,2965,886,2873,886,92,124
동아아파트,41072,863,2817,834,2817,29,118
동아아파트,41403,994,4135,969,4135,25,165
동아아파트,42404,3989,4576,3879,4576,110,276
동아아파트,42406,6720,3775,6532,3775,188,338
동아아파트후문,40257,1989,2318,1948,2318,41,138
동아아파트후문,40258,2245,1724,2217,1724,28,128
동아전기,42647,6,166,6,166,0,5
동아전기,42725,6,388,6,388,0,12
동아정밀,42037,1383,2837,1359,2837,24,136
동아풍림아파트,37037,15715,18528,15180,18528,535,1104
동암국민주택,40014,3602,773,3544,773,58,141
동암국민주택,40015,731,1963,719,1963,12,86
동암남부역,40034,43899,26825,43341,26825,558,2281
동암남부역,40797,140313,123716,139134,123716,1179,8517
동암남부역,40861,1075,8403,1068,8403,7,305
동암남부역,40862,18164,14910,17956,14910,208,1066
동암마트,40039,97,1499,88,1499,9,51
동암북부역,40013,35448,14662,35003,14662,445,1616
동암북부역,40035,10293,31192,10174,31192,119,1338
동암북부역광장,40800,59645,48281,59007,48281,638,3481
동암사거리,40001,13684,15394,13552,15394,132,938
동암사거리,40003,3844,5406,3794,5406,50,298
동양도서관,41522,7636,4222,7518,4222,118,382
동양도서관(휴먼빌아파트),41523,4354,5776,4298,5776,56,326
동양엔파트4단지,42820,2307,4931,2151,4931,156,233
동양엔파트4단지,42837,4320,1884,4210,1884,110,200
동양엔파트5단지,42986,2776,3031,2633,3031,143,187
동양자이입구,41554,3408,4447,3363,4447,45,253
동양자이입구,41555,4154,3354,4109,3354,45,242
동양장사거리,37301,7062,5812,6951,5812,111,415
동양주공1.2단지,41372,13590,3298,13320,3298,270,544
동양주공1.2단지,41373,3208,8982,3135,8982,73,393
동양지구1단지정문,41521,491,1606,489,1606,2,67
동양지구입구,41445,5194,540,5062,540,132,184
동양지구입구,41446,1080,7343,1076,7343,4,271
동양하이테크,42966,18,193,18,193,0,6
동원아파트,25166,162,320,161,320,1,15
동원아파트,25167,318,101,312,101,6,13
동원아파트,37376,4927,2421,4820,2421,107,237
동원아파트,37379,2064,3338,1968,3338,96,174
동인천,35188,34154,38580,33744,38580,410,2346
동인천(우리은행앞),35517,955,681,922,681,33,52
동인천동행정복지센터,35795,20,386,16,386,4,13
동인천동행정복지센터,35805,65,143,60,143,5,6
동인천역,35185,109891,55853,107993,55853,1898,5346
동인천역,35187,6082,10128,5901,10128,181,522
동인천역,35191,82578,95997,81136,95997,1442,5760
동인천역,35192,11991,24088,11388,24088,603,1163
동인천역북광장,36136,26856,17998,26445,17998,411,1446
동인천역북광장,36137,30057,16028,29531,16028,526,1486
동인천중학교,39229,1563,960,1542,960,21,81
동인천중학교,39230,1880,1336,1833,1336,47,103
동일방직,36031,4112,3705,3989,3705,123,252
동일방직,36032,4005,2750,3953,2750,52,217
동일아파트,35177,393,1451,362,1451,31,59
동주농장,43349,4,10,1,10,3,0
동주농장,43401,32,3,29,3,3,1
동촌,43407,117,1,112,1,5,3
동촌,43793,0,87,0,87,0,2
동춘2동행정복지센터,38045,1277,6142,1184,6142,93,239
동춘2동행정복지센터,38046,6105,695,5921,695,184,219
동춘동종점,38037,360,996,263,996,97,43
동춘동차고지,38569,432,256,296,256,136,22
동춘롤러경기장,38704,364,453,332,453,32,26
동춘마을아파트,38082,7061,5633,6883,5633,178,409
동춘마을아파트,38087,3410,7082,3256,7082,154,338
동춘역,38346,30839,20501,30520,20501,319,1656
동춘역(이마트),38060,13492,732,13414,732,78,458
동춘역(이마트.스퀘어원),38070,29464,38932,29162,38932,302,2206
돼지슈퍼.간동입구,80019,113,827,113,827,0,30
두두미마을,43289,4,1,4,1,0,0
두두미마을,43869,0,4,0,4,0,0
두밀경노당,89328,7,118,6,118,1,4
두밀경노당,89331,90,3,90,3,0,3
두산아파트,40564,2213,4067,2075,4067,138,202
두산위브아파트,37043,15009,8342,14745,8342,264,753
두산위브아파트,40630,10880,494,10737,494,143,366
두산위브아파트,40648,384,1017,372,1017,12,45
두운1리마을회관앞,90047,1,43,1,43,0,1
두운1리마을회관앞,90048,24,3,24,3,0,0
두운리,43034,41,39,40,39,1,2
두운리,43540,103,191,93,191,10,9
둑실경로당,41498,4,41,4,41,0,1
둑실경로당,41514,40,0,39,0,1,1
둑실동(아라마루전망대),41494,29,54,26,54,3,2
둑실동(아라마루전망대),41512,195,2,195,2,0,6
둑실동회차지,41500,96,65,96,65,0,5
둥개마을오거리,35861,31,5,31,5,0,1
둥개마을오거리,35862,9,3,9,3,0,0
둥깨마을입구(세븐일레븐),35721,12,74,12,74,0,2
둥깨마을입구(세븐일레븐),35722,64,6,64,6,0,2
둥깨마을입구(용성철강),35723,0,5,0,5,0,0
둥깨마을입구(용성철강),35724,54,1,54,1,0,1
뒤골입구,35668,28,0,28,0,0,0
뒤골입구,35669,0,14,0,14,0,0
뒷골 입구,90377,6,53,6,53,0,1
뒷골 입구,90380,72,0,70,0,2,2
뒷방죽들,39959,770,29,765,29,5,25
뒷방죽들,39960,7231,8146,7188,8146,43,496
드라이빙센터,35589,78,913,76,913,2,31
드림로갈산교,41342,54,72,54,72,0,4
드림로갈산교,41343,60,574,60,574,0,20
드림파크야생화단지,89363,1117,16,909,16,208,36
드림파크야생화단지,89364,148,1003,3,1003,145,37
드림파크어울림,89201,17,269,12,269,5,9
드림파크어울림,89202,0,20,0,20,0,0
드무리해변,44011,29,652,26,652,3,21
드무리해변,44012,628,30,620,30,8,21
디에스솔텍,39035,3021,2155,2952,2155,69,166
디에스솔텍,39038,2494,2221,2472,2221,22,152
디에트로더힐,89455,2,8,2,8,0,0
뗏마루어린이공원·신화아파트,39405,4727,6747,4615,6747,112,370
라이크홈기숙사앞,39993,1997,870,1984,870,13,92
라이크홈기숙사앞,39994,2035,1842,2024,1842,11,125
라이크홈기숙사앞,39995,1332,104,1305,104,27,46
라이크홈기숙사앞,39996,84,942,62,942,22,33
라이프쇼핑앞,35070,6829,4916,6535,4916,294,378
라이프아파트,35060,159,5461,135,5461,24,181
라이프아파트,35062,12888,122,12558,122,330,419
래미안아파트파이낸셜뉴스,31072,10310,8793,10286,8793,24,616
래미안아파트파이낸셜뉴스,32002,3806,1613,3803,1613,3,174
랜드마크시티센트럴더샵,38636,50,2556,49,2556,1,84
랜드마크시티센트럴더샵(106동),38665,914,7037,899,7037,15,256
랜드마크시티센트럴더샵(106동),38666,6644,600,6457,600,187,233
랜드마크시티센트럴더샵(203동),38645,7618,510,7501,510,117,262
랜드마크시티센트럴더샵(203동),38650,621,6599,597,6599,24,232
럭키아파트,23488,299,152,299,152,0,14
럭키아파트,38115,4509,137,4352,137,157,149
럭키아파트,38132,1475,9639,1450,9639,25,358
레이크파크,42840,1752,5204,1638,5204,114,224
레전드호텔,35639,1996,1784,1977,1784,19,121
레전드호텔,35640,1296,1710,1262,1710,34,96
레지던스라이크홈,92012,403,4248,401,4248,2,150
로봇랜드입구,89022,3682,90,3626,90,56,121
로봇랜드입구,89023,35,2059,25,2059,10,67
로봇타워,89301,2,236,2,236,0,7
로봇타워,89302,552,36,379,36,173,18
로얄금속,40599,6117,3634,6053,3634,64,314
로얄아파트,37247,33552,14897,33131,14897,421,1562
로얄아파트,37424,641,307,625,307,16,30
